== RENDER LOGGER ==
Study the following SDL_RenderCopyEx() calls to debug render-related issues.
Enable render logger mode on your computer by setting the RENDERLOGGER environmental variable.
frame:actor_id:actor_name

27:-1: dstrect 340.283 145.141 27.2 27.2 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 304.184 160.004 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 307.805 165.234 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 306.739 166.916 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 300.027 163.536 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 300.188 162.79 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 304.538 160.036 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 307.679 162.429 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 303.085 167.894 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 300.474 162.11 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 302.35 160.356 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 306.932 166.72 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 306.838 161.181 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 305.487 160.287 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 300.395 162.266 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 307.998 163.887 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 302.763 160.196 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 303.069 160.11 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 301.386 160.972 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 302.453 167.689 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 305.318 160.223 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 303.747 167.992 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 302.302 167.622 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 300.975 161.383 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 304.269 160.009 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 308 164.001 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 307.619 162.295 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 301.475 160.898 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 307.397 161.888 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 301.72 160.713 32 32 angle 0 flip 0 renderscale 1 1
27:-1: dstrect 301.703 160.725 32 32 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 289.879 125.995 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 300.962 210.295 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 267.011 147.602 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 350.616 164.546 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 294.903 124.268 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 326.111 127.196 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 314.389 209.984 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 264.535 153.98 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 341.855 193.082 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 344.061 189.854 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 303.412 210.546 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 330.559 129.719 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 300.258 210.197 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 317.997 124.151 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 337.147 134.934 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 265.667 150.697 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 264.168 178.063 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 332.944 131.375 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 348.573 180.079 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 308.139 210.642 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 339.557 137.44 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 265.672 182.649 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 263.859 176.839 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 279.816 201.524 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 291.384 207.927 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 348.805 179.33 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 266.248 149.279 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 272.496 138.948 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 278.021 133.269 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 343.938 143.282 26.6667 26.6667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 304.634 156.275 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 311.876 166.735 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 309.744 170.098 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 296.321 163.34 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 296.642 161.846 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 305.343 156.339 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 311.624 161.125 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 302.437 172.055 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 297.216 160.487 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 300.967 156.979 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 310.132 169.707 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 309.942 158.628 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 307.241 156.84 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 297.057 160.799 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 312.263 164.04 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 301.793 156.659 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 302.404 156.487 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 299.039 158.211 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 301.173 171.644 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 306.902 156.713 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 303.761 172.251 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 300.87 171.51 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 298.216 159.033 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 304.804 156.285 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 312.267 164.269 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 311.504 160.857 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 299.216 158.063 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 311.06 160.042 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 299.707 157.693 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
28:-1: dstrect 299.673 157.717 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 288.62 122.564 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 300.71 214.528 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 263.673 146.135 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 354.878 164.62 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 294.1 120.681 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 328.146 123.875 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 315.357 214.188 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 260.972 153.093 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 345.32 195.751 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 347.728 192.228 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 303.383 214.802 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 332.997 126.626 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 299.942 214.421 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 319.294 120.552 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 340.185 132.316 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 262.206 149.512 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 260.571 179.366 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 335.6 128.434 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 352.649 181.565 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 308.54 214.906 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 342.814 135.049 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 262.212 184.369 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 260.234 178.03 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 277.642 204.96 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 290.262 211.945 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 352.902 180.748 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 262.84 147.965 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 269.656 136.694 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 275.683 130.499 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 347.593 141.423 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 305.085 152.546 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 315.948 168.236 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 312.749 173.28 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 292.614 163.143 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 293.096 160.902 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 306.147 152.642 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 315.569 159.821 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 301.79 176.215 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 293.957 158.864 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 299.583 153.602 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 313.331 172.694 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 313.046 156.076 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 308.995 153.394 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 293.72 159.331 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 316.529 164.193 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 300.823 153.121 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 301.739 152.863 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 296.691 155.45 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 299.893 175.6 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 308.486 153.203 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 303.774 176.509 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 299.439 175.398 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 295.457 156.683 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 305.34 152.56 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 316.533 164.536 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 315.389 159.419 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 296.957 155.228 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 314.724 158.197 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 297.694 154.673 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
29:-1: dstrect 297.644 154.708 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 287.361 119.133 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 300.458 218.761 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 260.335 144.669 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 359.14 164.693 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 293.298 117.093 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 330.18 120.553 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 316.326 218.393 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 257.409 152.206 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 348.786 198.419 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 351.394 194.603 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 303.353 219.058 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 335.436 123.534 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 299.626 218.645 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 320.591 116.954 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 343.222 129.698 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 258.746 148.327 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 256.975 180.669 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 338.255 125.492 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 356.725 183.051 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 308.94 219.171 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 346.071 132.659 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 258.752 186.089 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 256.609 179.222 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 275.468 208.395 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 289.139 215.963 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 357 182.166 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 259.432 146.651 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 266.816 134.441 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 273.346 127.73 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 351.248 139.564 25.6 25.6 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 305.536 148.817 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 320.019 169.737 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 315.754 176.462 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 288.908 162.946 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 289.55 159.959 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 306.952 148.945 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 319.515 158.517 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 301.142 180.376 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 290.698 157.241 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 298.2 150.225 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 316.53 175.681 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 316.15 153.523 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 310.749 149.947 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 290.382 157.864 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 320.794 164.346 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 299.853 149.584 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 301.075 149.24 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 294.344 152.689 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 298.613 179.556 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 310.07 149.693 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 303.788 180.768 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 298.007 179.286 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 292.699 154.333 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 305.875 148.836 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 320.8 164.804 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 319.274 157.981 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 294.698 152.392 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 318.387 156.351 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 295.681 151.653 30.4 30.4 angle 0 flip 0 renderscale 1 1
30:-1: dstrect 295.614 151.7 30.4 30.4 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 286.101 115.703 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 300.206 222.994 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 256.996 143.202 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 363.402 164.767 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 292.495 113.505 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 332.215 117.232 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 317.295 222.597 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 253.845 151.32 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 352.252 201.087 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 355.06 196.977 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 303.324 223.313 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 337.875 120.442 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 299.31 222.87 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 321.888 113.355 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 346.26 127.08 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 255.285 147.142 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 253.378 181.972 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 340.911 122.55 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 360.802 184.537 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 309.341 223.435 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 349.327 130.269 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 255.292 187.808 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 252.984 180.413 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 273.293 211.831 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 288.017 219.98 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 361.097 183.584 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 256.024 145.337 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 263.976 132.188 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 271.008 124.96 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 354.903 137.705 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 305.986 145.088 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 324.091 171.238 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 318.759 179.644 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 285.201 162.749 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 286.004 159.015 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 307.757 145.248 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 323.46 157.213 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 300.494 184.537 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 287.439 155.619 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 296.817 146.847 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 319.729 178.669 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 319.254 150.97 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 312.502 146.5 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 287.044 156.396 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 325.059 164.499 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 298.883 146.047 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 300.41 145.616 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 291.997 149.928 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 297.334 183.511 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 311.654 146.183 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 303.802 185.027 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 296.576 183.175 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 289.94 151.983 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 306.41 145.112 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 325.067 165.072 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 323.159 156.543 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 292.439 149.557 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 322.051 154.506 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 293.668 148.633 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
31:-1: dstrect 293.584 148.692 29.8667 29.8667 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 284.842 112.272 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 299.954 227.227 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 253.658 141.736 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 367.664 164.841 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 291.692 109.917 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 334.249 113.91 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 318.264 226.802 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 250.282 150.433 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 355.717 203.755 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 358.726 199.352 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 303.295 227.569 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 340.314 117.35 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 298.994 227.094 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 323.184 109.757 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 349.298 124.462 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 251.825 145.957 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 249.781 183.274 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 343.567 119.609 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 364.878 186.023 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 309.741 227.7 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 352.584 127.878 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 251.832 189.528 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 249.359 181.605 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 271.119 215.267 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 286.894 223.998 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 365.195 185.002 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
32:-1: dstrect 252.617 144.023 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
